index,predicted_sales
656958,5983.0
488877,0.0
210440,6125.0
237078,17147.0
372244,0.0
605468,8794.0
223681,4325.0
37329,0.0
164496,8165.0
152168,0.0
655680,4643.0
439558,6714.0
477604,17307.0
162351,3895.0
128192,4878.0
269344,4223.0
124927,10097.0
458004,0.0
142035,8213.0
607986,5808.0
651522,2557.0
112308,3019.0
173504,6260.0
699529,10139.0
610932,4818.0
694485,12035.0
262809,8718.0
339054,8018.0
363850,3497.0
259128,4637.0
391584,3304.0
591062,2542.0
301394,8053.0
181009,5628.0
666771,6597.0
572822,0.0
523449,8123.0
642586,7030.0
247916,3969.0
285947,0.0
272358,4886.0
601713,9730.0
142125,6389.0
417370,4607.0
375785,2779.0
631433,5566.0
390631,0.0
363205,7549.0
610707,6473.0
246586,0.0
295357,17357.0
87522,8989.0
77525,0.0
686489,9195.0
26329,12435.0
505819,11315.0
174272,6165.0
410166,4825.0
422876,11275.0
670320,8813.0
606843,8415.0
242276,11349.0
694653,9241.0
490418,3332.0
142826,3556.0
485788,0.0
572889,6159.5
694740,6150.0
257440,5584.0
451084,7107.0
161411,8402.0
46174,5160.0
38696,5883.0
345415,4500.0
74424,4293.0
86488,4786.0
6480,4508.0
655180,8532.0
449629,0.0
472519,6253.0
549051,0.0
232360,7771.0
540677,0.0
205722,4750.0
683468,7291.0
152312,5550.0
495922,10580.0
376150,0.0
557237,0.0
549014,0.0
711428,5145.0
448636,7652.0
547143,3512.0
413355,4565.0
121881,5775.0
278315,0.0
297659,8282.0
47548,7999.0
415379,2742.0
69676,6158.0
226728,6975.0
73451,0.0
300493,5836.0
142631,0.0
27895,5792.0
634430,0.0
47214,12651.0
568508,8067.0
374824,7196.0
28527,4453.0
594925,4144.0
644653,4701.0
298064,4270.0
409485,10914.0
45877,7804.0
528620,4516.0
10871,5215.0
354178,6790.0
47395,3558.0
281899,0.0
19317,12120.0
440661,3447.0
381524,7465.0
322927,5857.0
592613,0.0
468245,0.0
459489,6373.0
106629,14024.0
706850,5127.0
383071,4921.0
221747,5518.0
526885,5003.0
519111,13940.0
354455,0.0
280758,9140.0
399001,4776.0
385892,3867.0
513098,6801.0
432243,4884.0
351959,4225.0
175071,3332.0
67735,0.0
228283,5518.0
271220,4824.0
649564,3612.0
330387,0.0
694945,6726.0
184352,7308.0
125243,6764.0
226136,5961.0
197087,0.0
359575,5027.0
138332,5441.0
173246,7303.0
159628,11390.0
629627,0.0
199720,4503.0
281545,0.0
438544,2660.0
62866,0.0
33093,13367.0
482640,5807.0
83613,13721.0
72633,7684.0
171205,0.0
687604,3453.0
533073,8252.0
506286,2112.0
188403,9125.0
107046,6982.0
159358,4456.0
9147,11757.0
585711,10601.0
690830,4937.0
558854,0.0
70522,5333.0
283103,8325.0
486980,0.0
531259,6636.0
120049,8078.0
124540,10898.0
359082,0.0
621224,3273.0
568719,8632.0
291623,4964.0
230130,6259.0
355748,4863.0
195416,4893.0
407350,8902.0
684688,6971.0
299168,4808.0
85816,6942.0
2511,4347.0
615556,6016.0
41099,4492.0
633627,5383.0
20786,6212.0
123354,3107.0
257102,3258.0
447383,4114.0
654325,8002.0
314244,5711.0
649456,8635.0
102019,8314.0
377740,5671.0
113641,4605.0
687728,0.0
689763,12003.0
289576,4000.0
99330,5676.0
418348,8850.0
50562,0.0
241481,8104.0
472046,9546.0
143908,3950.0
578062,5112.0
683432,0.0
68295,5381.0
35528,15621.0
122216,5396.0
629714,7289.5
650412,4161.0
1378,10110.0
433328,5434.0
284462,11890.0
586219,4357.0
109136,4675.0
607129,3309.0
638851,8104.0
67801,8747.0
682277,0.0
688568,15259.0
697885,4974.0
266361,5249.0
271039,11295.0
634820,5721.0
553931,22128.0
60943,4541.0
390655,0.0
656634,4292.0
154847,2714.0
655935,9195.0
213716,8329.0
199884,5600.0
394297,7384.0
217520,4310.0
23685,4563.0
133636,5828.0
429645,6326.0
44913,7846.0
406848,0.0
196937,15933.0
333955,9120.0
334136,4864.0
333449,5346.0
164915,4041.0
603803,6939.0
378415,8200.0
523156,4260.0
532400,6749.0
8083,3453.0
279812,6172.0
39905,5385.0
259374,7672.0
42481,0.0
551979,9586.0
30012,3489.0
540746,5347.0
524497,3713.0
484277,7365.0
407404,10176.0
266878,7316.0
350746,0.0
289142,13806.0
711790,3569.0
590079,6314.0
548687,0.0
229397,6065.0
94876,10200.0
387231,0.0
581887,8614.0
152098,10432.0
233276,0.0
643456,4771.0
175880,0.0
410140,8395.0
654810,9235.0
608038,7023.0
6555,4681.0
308046,5624.0
543530,6730.0
593021,0.0
305691,7958.0
328173,4309.0
679786,8491.0
91655,0.0
13832,6704.0
33398,9746.0
395190,18844.0
564534,9798.0
86372,2758.0
429640,0.0
564262,9694.0
123211,0.0
468832,13203.0
340580,9249.0
629295,6725.0
702507,0.0
331593,2768.0
360804,6291.0
267663,8322.0
607079,5088.0
140178,8617.0
563715,5895.0
261391,5682.0
88039,0.0
179719,7001.0
61304,6397.0
271974,9536.0
78123,2976.0
498692,6890.0
412028,0.0
568050,4163.0
703001,4585.0
316097,9143.0
608395,9444.0
43943,2971.0
561709,7060.0
313140,5903.0
539130,0.0
285358,0.0
249276,10251.0
590514,3269.0
288214,14925.0
85715,5621.0
78053,8489.0
506158,0.0
393538,7275.0
155380,14913.0
315905,5674.0
656775,5372.0
39676,6684.0
270224,2806.0
536748,5552.0
671944,6680.0
438744,5018.0
121621,6187.0
319096,5903.0
448635,7471.0
276849,11632.0
340841,0.0
6334,5568.0
393289,7962.0
582350,3128.0
536830,4247.0
91794,8541.0
150999,1653.0
649933,7566.0
348458,5206.0
469225,4191.0
697015,7193.0
98963,8264.0
638693,5806.0
657286,3704.0
546547,4099.0
267484,11113.0
15554,11013.0
581083,3995.0
235589,13162.0
32614,4479.0
376845,12930.0
169317,4813.0
587995,5458.0
578662,3242.0
447453,4933.0
397942,3936.0
36866,13405.0
669550,6740.0
148150,4469.0
654835,3580.0
170037,7848.0
142753,3925.0
225064,7643.0
5883,6000.0
596742,3246.0
12811,5202.0
139246,6824.0
419268,14562.0
356909,7794.0
98920,4745.0
117200,5373.0
514217,5463.0
95949,8148.0
679651,18806.0
109115,9511.0
706189,4238.0
309430,0.0
136379,7052.0
616243,4321.0
263759,4734.0
43917,7160.0
9580,3590.0
606966,6669.0
348465,4152.0
144489,3044.0
449493,0.0
54635,0.0
516199,7774.0
236927,0.0
205626,9941.0
324116,7503.0
63804,0.0
658604,4702.0
395466,6140.0
95054,9700.0
446570,10087.0
431511,4909.0
354675,0.0
266485,6387.0
243152,10781.0
370546,4209.0
15402,5477.0
324630,9653.0
140312,3325.0
510466,7813.0
467098,12265.0
22294,7308.0
571106,5513.0
67793,4627.0
656162,5723.0
321368,0.0
309303,0.0
143785,1823.0
198315,6096.0
163219,4171.0
121953,4477.0
127212,8548.0
363225,0.0
451042,6258.0
201129,9235.0
678093,2918.0
601992,9020.0
135137,2792.0
591354,0.0
487591,4448.0
681982,6139.0
273774,9560.0
645472,0.0
460962,11980.0
468382,6603.0
214400,12340.0
107355,10022.0
291759,11248.0
228465,8432.0
410476,8022.0
36067,10618.0
310293,7666.0
521808,12317.0
621207,3808.0
462371,8756.0
607990,7602.0
507213,5038.0
6482,4252.0
358128,7934.0
626201,5192.0
704874,7982.0
324820,0.0
617732,3495.0
612024,0.0
28251,11402.0
61280,8254.0
675045,3756.0
331538,0.0
545424,7594.0
708273,6370.0
322148,4925.0
416887,6442.0
578177,6503.0
612712,0.0
697467,0.0
23149,0.0
330866,5776.0
141789,6601.0
164585,9137.0
654034,16471.0
298943,6427.0
562321,5928.0
594315,4496.0
630748,0.0
390107,8815.0
132335,0.0
211926,15062.0
262505,5853.0
271639,5544.0
164474,13158.0
411888,3458.0
289592,14968.0
327494,7723.0
211397,3583.0
283131,4443.0
444845,5234.0
351479,4995.0
269414,3454.0
81758,3752.0
208171,4364.0
618857,8918.0
309622,10939.0
138325,9408.0
693303,3840.5
140563,0.0
497275,6495.0
232381,0.0
629952,4733.0
354741,8466.0
657076,4726.0
262672,0.0
90099,7540.0
479682,8462.0
564163,6683.0
493534,5141.0
108952,7263.5
195498,8987.0
457425,3273.0
93389,6413.0
509362,8445.0
643685,3511.0
20652,1285.0
458348,5739.0
191003,5257.0
446696,6006.0
693085,3996.0
412727,4221.0
238520,7733.0
131512,0.0
89756,6639.0
614334,1951.0
708390,4516.0
430457,8549.0
679667,5781.0
240901,0.0
556919,0.0
231877,7598.0
533751,3860.0
655844,0.0
117056,0.0
25413,0.0
513964,7706.0
65236,0.0
453110,8925.0
59545,10762.0
256075,12671.0
179641,6104.0
685755,0.0
394019,12981.0
109882,7916.0
182087,5262.0
283889,0.0
468969,6401.0
482097,0.0
460471,5808.0
389847,0.0
552693,5330.5
642213,7532.0
408435,14937.0
387386,5048.0
637489,5192.0
351658,5341.0
709631,17544.0
490786,0.0
135520,6171.0
156128,6060.0
405952,6560.0
48769,0.0
530470,5748.0
270584,7030.0
636898,9155.0
364412,0.0
199762,9455.0
487967,3533.0
92431,7392.0
76491,7343.0
23900,5992.0
505628,4227.0
250970,5392.0
655742,0.0
456671,5422.0
599748,6276.0
655087,9030.0
623309,6493.0
500269,0.0
344957,7031.0
621415,0.0
96398,7551.0
42533,8094.0
672006,7812.0
536452,6150.0
144218,3733.0
69693,5394.0
599561,3755.0
334236,7491.0
466009,5837.0
205728,3051.0
85090,0.0
297416,10301.0
549849,5999.0
221474,6401.0
121609,0.0
302330,0.0
428083,13883.0
562552,4876.0
487594,3437.0
698851,5428.0
141332,11207.0
480266,0.0
802,8407.0
680824,0.0
506830,0.0
470646,7797.0
490582,3790.0
354168,0.0
50180,12918.0
603252,7131.0
619969,9094.0
150274,2650.0
226999,8806.0
533758,8827.0
41332,10343.0
537827,6991.0
653593,9372.0
103049,4454.0
78312,6558.0
545472,6888.0
94879,3946.0
459034,10268.0
165255,3795.0
94843,7141.0
182007,3749.0
300154,0.0
510470,9280.0
475728,8147.0
183336,6321.0
119888,9675.0
124348,16792.0
501165,6318.0
486894,4364.0
229104,7212.0
121766,8466.0
182036,4842.0
48385,0.0
80834,7155.0
248193,3542.0
451061,7929.0
36932,3964.0
700554,8649.0
606558,11617.0
71956,2045.0
151863,6211.0
84866,4014.0
113598,5474.0
204768,5181.0
559913,5899.0
190279,5460.0
17157,3308.0
429882,4146.0
373566,0.0
466887,13623.0
566485,18174.0
513085,16613.0
219237,0.0
18603,9465.0
102768,0.0
188304,0.0
319000,3619.0
428436,4707.0
170924,0.0
595494,4488.0
36202,10200.0
313324,0.0
110436,5574.0
77630,3944.0
89853,6927.0
706533,6018.0
540737,8291.0
654736,0.0
325797,0.0
265217,6351.0
353120,12027.0
60382,9675.0
172818,5598.0
218187,4251.0
438350,5962.0
242734,0.0
218357,0.0
31471,6429.0
661641,5116.0
589424,0.0
464938,4244.0
262911,2993.0
633506,7077.0
433498,8634.0
694209,0.0
374619,7859.0
226934,7138.0
373927,4088.5
499894,6580.0
24138,5359.0
113306,8420.0
419476,0.0
686561,5526.0
221303,8397.0
621143,6868.0
350637,0.0
137193,0.0
411435,5286.0
174255,11109.0
239951,4977.0
285702,4160.0
157087,13066.0
266971,6139.0
318037,6213.0
102343,0.0
479363,8419.0
548315,0.0
332334,7471.0
6710,8383.0
360400,3868.0
117768,0.0
119585,5222.5
120979,8363.0
245293,3720.0
38744,7454.0
122231,7131.0
138512,8980.0
524833,5989.0
582720,8747.0
616972,6766.0
182579,8949.0
275994,8757.0
549213,7050.0
666341,7659.0
174115,5317.0
140363,0.0
652578,9036.0
412459,4775.0
394643,0.0
698189,0.0
233617,0.0
503796,4316.0
470827,5380.0
332184,7545.0
29970,6883.0
71631,3889.0
608046,0.0
225054,8141.0
601152,9357.0
706116,0.0
75342,0.0
561448,6880.0
457339,7969.0
50121,5508.0
42873,12171.0
105424,5351.0
293761,9485.0
621841,5154.0
130512,5521.0
620231,8878.5
114004,3258.0
284528,4177.0
671130,8181.0
478793,0.0
206898,6910.0
233260,4281.0
214090,4733.0
209624,6449.0
692165,0.0
60194,4385.0
557885,4854.0
235034,4780.0
217124,7765.0
165462,5538.0
651239,13770.0
54374,5610.0
214186,9351.0
359318,9552.0
554251,4923.0
551122,7399.0
293660,0.0
434956,4407.0
9024,2351.0
478442,0.0
188138,4180.0
659606,5077.0
565876,7510.0
644327,3736.0
688271,7644.0
278458,2722.0
92398,5885.0
165200,6946.0
169095,0.0
436454,4277.0
642637,0.0
110018,4400.0
246847,4037.0
362162,10906.0
37229,14794.0
162244,4610.0
479608,7835.0
478949,4519.0
539951,9615.0
316185,5083.0
149599,5147.0
415612,12346.0
87625,3669.0
343151,5537.0
198348,10257.0
394942,10197.5
108925,7322.0
252359,7662.0
566425,0.0
623511,7004.0
119251,3864.0
538981,10779.0
111814,3766.0
257338,7310.0
122596,0.0
246607,6507.0
17916,4613.0
551538,4310.0
47122,11768.0
403559,2632.0
316759,5592.0
636385,9700.0
69559,4986.0
361401,7805.0
155595,6029.0
701675,3646.0
75085,3189.0
350581,5695.0
33622,0.0
669238,0.0
270345,0.0
327273,9418.0
388684,0.0
396895,5513.0
306164,5232.0
361419,5396.0
276187,2918.0
114045,0.0
623762,6292.0
548830,13303.0
453369,4636.0
401478,4782.0
486656,7545.0
41068,18640.0
35366,10495.0
379886,7893.0
614393,0.0
514090,4076.0
432374,7070.0
66587,4494.0
288232,0.0
169723,7094.0
580609,8011.0
657543,7157.0
374394,1673.0
577527,8249.0
319924,11474.0
340878,4808.0
224854,4253.0
525707,0.0
261014,0.0
139818,4654.0
516456,8912.0
489505,5673.0
460186,5158.0
261675,5179.0
220309,6099.0
705615,0.0
97328,11010.0
451856,3672.0
109169,4395.0
88104,2419.0
425685,12708.0
514523,9418.0
56954,7447.0
681834,5611.0
102598,5836.0
356079,8189.0
555112,9440.0
232662,7134.0
101593,5169.0
163314,8258.0
708604,5026.0
688554,5996.0
344464,0.0
151794,5034.0
105124,6993.0
500882,17563.0
138396,4272.0
321722,8843.0
383959,5013.0
633502,5804.0
114429,0.0
103912,5459.0
342288,5584.0
366394,0.0
29439,5397.0
47490,7590.0
127746,13081.0
286620,4380.0
153585,6997.0
624321,11627.0
473734,0.0
319903,6373.0
122188,0.0
385197,5755.0
577384,12509.0
473967,8608.0
86918,7987.0
76243,3689.0
673562,0.0
659901,8881.0
166918,5403.0
597227,0.0
201121,4325.0
254226,6389.0
227522,8990.0
71334,6202.0
395801,3659.0
453462,4531.0
662362,0.0
346198,7778.0
555634,6695.0
411735,12652.0
253562,5691.0
290066,6175.0
228648,9160.0
615231,6841.0
564071,4750.0
557059,5657.0
650896,0.0
432395,7478.0
161923,7023.0
375452,14547.0
366479,17103.0
90919,11616.0
679203,0.0
471591,4952.0
194996,5035.0
204102,9218.0
229587,6487.0
130155,6028.0
48232,3472.0
582615,5973.0
637733,5662.0
510369,7720.0
129880,5889.0
1452,8339.0
4303,0.0
223476,3448.0
603751,3197.0
526462,5316.0
236447,8938.0
240318,9505.0
446916,7049.0
249940,4885.0
637958,11712.0
44322,4958.0
460369,7839.0
119654,6216.0
260473,5597.0
705524,3726.0
348623,5875.0
624408,5635.0
284335,8900.0
628775,4582.0
179144,0.0
19070,7346.0
80218,5065.0
254193,10067.0
439162,3511.0
571802,4235.0
161613,5833.0
704416,8935.0
256328,4374.0
695835,0.0
252933,0.0
402988,9207.0
282484,10252.0
96690,4661.0
642650,9174.0
679673,5961.0
93845,5749.0
678993,8655.0
502252,5359.0
61371,6680.0
390321,5207.0
179960,9117.0
115158,3842.0
560267,7223.0
172694,0.0
561960,6897.0
50052,5029.0
529077,0.0
342799,5270.0
288459,5967.0
97901,4281.0
321655,4943.0
273883,3209.0
122578,0.0
593684,0.0
146635,4396.0
352927,7613.0
252075,5428.0
603036,8367.0
280917,0.0
113267,6282.0
476461,9900.0
189850,6200.0
231611,7552.0
602403,5954.0
603535,3548.0
655115,7212.0
639450,8400.0
258229,3229.0
613044,10548.0
525333,0.0
418413,4961.0
412294,6233.0
143402,2618.0
563848,0.0
267980,5135.0
334305,0.0
109976,6086.0
10641,13403.0
30880,6497.0
38460,3905.0
286437,8192.0
416875,4357.0
267493,5679.0
461797,3141.0
662684,4859.0
301586,4677.0
650409,906.0
456417,8386.0
45411,12882.0
567786,7188.0
199507,22080.0
538966,11496.0
432389,4130.0
114947,5399.0
216417,3927.0
573762,6415.0
53458,3756.0
354568,12898.0
317329,6461.0
357633,4270.0
129423,5714.0
389252,4605.0
7634,8836.0
693226,5542.0
452191,5987.0
592919,6074.0
34910,12802.0
487383,4589.0
343820,7689.0
79125,5270.0
327496,6289.0
352294,8408.0
662426,5512.0
502891,6538.0
105764,6541.0
279653,6859.0
572999,5099.0
294917,0.0
397093,6394.0
344438,5682.0
387090,0.0
468480,7159.0
341264,0.0
107904,4447.0
263976,0.0
161349,11149.0
286371,0.0
408544,7642.0
528969,6287.0
217557,0.0
686143,5813.0
578601,6628.0
658945,8497.0
182901,3577.0
95387,0.0
341404,5348.0
221174,7171.0
374758,12637.0
431268,7375.0
532310,8581.0
402847,9160.0
271516,4995.0
459669,5507.0
363167,9368.0
604128,6855.0
363952,7983.0
261250,0.0
116577,8510.0
195736,3697.0
240359,17040.0
619540,4067.0
470111,10333.0
562193,977.0
414051,0.0
149077,4972.0
43543,5396.0
656465,7464.0
494727,0.0
170442,0.0
635973,8613.0
691539,4721.0
91527,3239.0
56348,8157.0
96589,7677.0
157267,5406.0
155374,4201.5
30349,4660.0
628635,4302.0
264324,4044.0
262764,5213.0
263521,0.0
655368,10663.0
678595,8263.0
386082,11022.0
580450,0.0
392613,3879.0
227279,0.0
321683,0.0
233819,16218.0
441096,0.0
315160,0.0
215748,8383.0
28646,5378.0
39775,6973.0
642894,4171.0
7113,5600.0
263946,4359.0
290484,10484.0
247905,0.0
160862,6260.0
316610,6982.0
190570,0.0
616323,7361.0
185751,0.0
323915,0.0
208996,4026.0
202323,6603.0
223107,3378.0
255960,9587.0
74869,9406.0
597760,6641.0
592116,5528.0
385429,9896.0
494596,8185.0
31684,13627.0
529118,4769.0
397074,6046.0
302433,6984.0
516415,4647.0
672541,0.0
137212,2885.0
385920,13580.0
306587,6220.0
72798,3858.0
224988,4426.0
429351,0.0
283640,7036.0
379907,3095.0
459864,0.0
317851,0.0
9750,8539.0
464248,4538.0
239889,0.0
414760,7959.0
438198,7957.0
610935,7523.0
436621,7057.0
293090,4732.0
80529,4165.0
497114,4914.0
419302,3655.0
628608,4710.0
151958,8713.0
376352,4345.0
617644,11170.0
58631,6039.0
395058,11395.0
514034,10026.0
377570,6230.0
159648,6542.0
358917,0.0
393043,0.0
447480,4988.0
78071,7222.0
563609,4510.0
345266,7756.0
174637,4672.0
4684,3505.0
353014,2436.0
492415,11303.0
696726,6367.0
385536,0.0
652609,7115.0
351792,5497.0
82233,7927.0
230472,8230.0
212738,8135.0
510393,9394.0
36957,7295.0
274538,13222.0
6196,6902.0
32761,6363.0
118901,0.0
240540,8376.0
152720,10134.0
22180,5538.0
300270,5562.0
293856,6160.0
513858,9524.0
230575,5978.0
256324,5928.0
384794,0.0
378241,0.0
157611,0.0
574973,7195.0
663503,8882.0
202126,0.0
583835,5775.0
697907,8045.5
540011,5970.0
535355,10184.0
545582,0.0
224226,6514.0
211102,6114.0
176759,12884.5
478463,0.0
446000,0.0
133833,9381.0
209508,5566.0
516350,3877.0
177759,5362.0
260286,10281.0
632096,5612.0
95000,6566.0
55271,8711.0
105954,3685.0
170343,3527.0
69497,0.0
297397,7421.0
230369,0.0
517181,5984.0
634806,0.0
668500,10849.0
440164,9684.0
108086,3369.0
11059,7171.0
158593,9986.0
475119,7490.0
467541,3594.0
27904,4661.0
207368,5140.0
443565,6329.0
476203,12199.0
657924,0.0
261787,9135.0
55506,0.0
450189,6130.0
221419,2513.0
20154,5492.0
251619,29314.0
704491,6219.0
210155,5618.0
222236,0.0
387376,4978.0
541699,3594.0
4371,5311.0
113875,0.0
289944,4472.0
645710,8205.0
462384,10179.0
392918,9109.0
211938,7792.0
256149,7421.0
160330,3542.0
103919,5978.0
592335,5793.0
445680,7246.0
657807,0.0
156004,6308.0
456281,13723.0
563050,0.0
264072,2391.0
354868,4894.0
73709,7565.0
318167,8633.0
543167,4022.0
541041,0.0
265336,4533.0
23194,0.0
482167,5654.0
159520,8676.0
246819,8770.0
29506,0.0
507217,4433.0
603000,5876.0
496724,4660.0
683454,5475.0
368574,7470.0
118374,1646.0
281681,7034.0
172941,4762.5
544434,10342.0
492459,0.0
594242,0.0
43458,12350.0
104461,6936.0
56169,6109.0
413460,6555.0
22120,9552.0
542175,13146.0
560330,8980.0
428791,3938.0
257160,0.0
210414,0.0
221535,4824.0
256204,11305.0
11805,3504.0
64716,0.0
640738,4306.0
299047,8729.0
637813,6670.0
486145,23289.0
427122,0.0
653651,3614.0
29017,4224.0
326767,0.0
29467,6811.0
191140,9158.0
446181,18683.0
599988,6746.0
99101,10848.0
87287,5206.0
689749,6409.0
235023,5183.0
710487,8275.0
347910,4954.0
710899,6752.0
639177,6671.0
632965,16719.0
556528,2879.0
332765,7114.0
30434,3462.0
444778,0.0
181259,4164.0
79090,3572.0
699000,6260.0
294763,3953.0
521323,5854.0
398095,3236.0
468256,2559.0
177931,7079.0
186316,8776.0
427504,3599.0
82300,3252.0
298856,9961.0
688456,9059.0
265543,7879.0
463717,16360.0
187481,8811.0
274177,5807.0
417005,6490.0
389726,4285.0
292964,7345.0
528961,16564.0
120572,6352.0
224185,4944.0
402209,4025.0
133217,8674.0
23555,8277.0
32369,0.0
556733,3149.0
448307,7645.0
11874,6692.0
447829,6113.0
473145,0.0
293464,9000.0
301270,3107.0
306115,8512.0
707225,0.0
675578,6410.0
122319,0.0
664974,6100.0
227171,9819.0
392829,5055.0
32610,5841.0
549704,5801.0
602557,9271.0
540583,8548.0
16680,6653.0
285305,10262.0
252136,16534.0
499339,0.0
663294,4448.0
179358,8065.0
657278,8321.0
214813,3531.0
571220,11411.0
642631,4738.0
517250,7564.0
452074,7802.0
630639,6540.0
64283,4122.0
150001,8393.0
217357,5651.0
473448,7204.0
411757,0.0
597959,13123.0
317060,0.0
88066,6931.0
393100,10021.0
141513,5888.0
70743,6546.0
298371,19243.0
559405,4338.0
611196,13369.0
555265,8046.0
325324,0.0
683921,3492.0
49494,5815.0
199888,7619.0
74520,5687.0
430569,0.0
512037,0.0
79741,6267.0
169258,6659.0
493404,7501.0
612783,5747.0
572512,4010.0
87029,2514.0
143764,5018.0
256445,3147.0
649146,7180.0
182168,8534.0
275166,0.0
378789,9940.0
265774,4562.0
151532,5810.5
465383,10031.0
672038,0.0
524404,6251.0
2621,0.0
270749,10446.0
710027,4341.0
687736,0.0
358728,5879.0
673255,0.0
592967,4341.0
249435,5049.0
463091,8594.0
271322,3678.0
344516,6886.0
489600,9980.0
22911,0.0
563591,4866.0
488323,11131.0
107132,6630.0
618047,8040.0
683625,0.0
540481,0.0
604229,0.0
28512,5770.0
392604,9650.0
576932,10555.0
408061,11068.0
9824,7249.0
635786,14391.0
674901,4290.0
27802,6449.0
524439,3921.0
3364,4867.0
103009,3918.0
233373,12873.0
70231,0.0
322735,6645.0
226193,4624.0
215807,5609.0
453575,6398.0
521508,7540.0
319795,6594.0
143938,0.0
301028,5324.0
181746,9631.0
246053,0.0
579262,3096.0
233736,6285.0
642391,9996.0
411203,10627.0
49513,8480.0
533770,4036.0
101049,6363.0
101487,8047.0
252061,0.0
177215,5535.0
299371,9237.0
178393,5060.0
494540,15736.0
555964,0.0
222524,4735.0
291157,7889.0
670007,2651.0
542062,0.0
508476,11657.0
612460,4073.0
60289,5927.0
326384,7116.0
607445,8240.0
570932,5742.0
267971,0.0
338522,3755.0
168385,9167.0
144933,7298.0
170040,5167.0
701636,6151.0
315267,0.0
635840,0.0
264710,6055.0
414576,7733.0
188168,6651.0
256933,5747.0
499006,3311.0
694172,4678.0
30863,11773.0
389044,8531.0
298300,5305.0
506707,5219.0
644971,6811.0
362890,9155.0
116586,16791.0
376985,4820.0
75869,7368.0
470815,2315.0
24130,5183.0
273112,4154.0
434461,0.0
421593,5735.0
578729,9436.0
11258,6953.0
564949,0.0
559821,4933.0
552749,0.0
686099,8903.0
389819,1950.0
179701,8559.0
354693,5964.0
530112,6121.0
651384,8495.0
254329,5497.0
130997,7334.0
46467,5948.0
52995,7161.0
632801,4391.0
334186,3935.0
83794,0.0
426415,7776.0
210448,16964.0
409693,0.0
402415,5104.0
684897,9429.0
567506,0.0
663833,11710.0
355939,0.0
697427,8186.0
193976,4561.0
45319,3713.0
482931,3006.0
29419,12381.0
104248,6088.0
373132,10168.0
540136,7909.0
53124,7814.0
147518,6046.0
195186,0.0
107274,8821.0
178364,2901.0
346861,4316.0
171586,3528.0
605664,0.0
456121,4804.0
189210,4546.0
461754,7049.0
96630,4518.0
590453,6505.0
223370,5450.0
475308,0.0
212266,23615.0
499182,7007.0
206808,5004.0
146676,8264.0
17604,3937.0
233952,0.0
247353,0.0
141348,6039.0
643342,12301.0
438452,4221.0
533670,2644.0
196442,7848.0
200160,8069.0
498392,5851.0
686696,5179.0
476258,3910.0
516402,9942.0
445346,10163.0
386280,11221.0
601761,6546.0
262578,12460.0
305801,0.0
333690,7030.0
69213,9787.0
402559,0.0
511113,4279.0
704483,5411.0
277298,9903.0
489651,5111.0
331052,0.0
483036,4776.0
53759,5939.0
9628,11364.0
444960,6108.0
489441,6064.0
386566,8589.0
181458,5729.0
543148,14896.0
615098,6671.0
286227,5486.0
689586,0.0
7984,0.0
221448,4290.0
309543,0.0
32514,8383.0
120107,0.0
24108,4477.0
75289,0.0
206671,5688.0
145562,6064.0
618307,1806.0
330723,9930.0
407619,7638.0
603993,10384.0
383459,6503.0
172180,0.0
415087,4456.0
7162,8472.0
172373,6132.0
234756,6117.0
388163,4189.0
598706,11069.0
210957,7496.0
346315,0.0
429011,7199.0
453116,6503.0
435411,0.0
467393,0.0
364390,2476.5
209731,7025.0
570000,11917.0
481565,5363.0
319050,0.0
288241,8868.0
102821,7484.0
276057,9477.0
255534,4064.0
631158,8198.0
501203,9134.0
359985,7865.0
297208,6471.0
307700,3716.0
137150,10723.0
494151,4957.0
377136,4071.0
577996,5558.0
337874,7416.0
683613,5581.0
263797,8279.0
97428,7256.0
2576,10254.0
465369,10414.0
318492,7534.0
580007,9636.0
710972,6105.0
260342,7814.0
302207,0.0
242703,6132.0
282708,8628.0
123115,8229.0
326169,8119.0
137222,4301.0
686354,9098.0
658794,9939.0
297799,10485.0
626337,9002.0
468545,9940.0
378430,6581.0
98777,0.0
613149,7228.0
89507,7903.0
560417,7574.0
236231,9246.0
356900,10567.0
492364,0.0
60278,9218.0
590808,11900.0
626156,10740.0
21994,2679.0
654061,5629.0
228382,8551.0
456463,4319.0
439021,5310.0
682123,9535.0
370989,5321.0
680852,7401.0
23279,8804.0
102729,0.0
33371,7633.0
647075,6103.0
426034,0.0
411242,7834.0
690403,4511.0
236127,13923.0
243045,4846.0
618743,3973.0
607043,12706.0
608600,8357.0
170020,4495.0
421660,0.0
477670,4741.0
410511,0.0
349613,5602.0
96836,6994.0
632292,4360.0
331001,861.0
186412,0.0
24191,8416.0
647629,5798.0
270407,6082.0
361684,8228.0
288086,0.0
39521,6926.0
44009,3204.0
174693,3311.0
448066,8271.0
163206,7167.0
8557,7836.0
694272,5491.0
540943,10600.0
509176,0.0
709148,7090.0
701231,7509.0
89091,6075.0
540100,0.0
397183,5788.0
615920,11341.0
324632,6495.0
391260,7817.0
37180,6472.0
676780,6409.0
392486,6781.0
153368,0.0
198073,0.0
108057,5151.0
582986,4833.0
68511,0.0
116379,8162.0
340564,6719.0
6634,5398.0
230073,8388.0
388743,8631.0
449041,4758.0
435695,5618.0
210765,8323.0
